row,gene_name,Disease involvement,Ensembl,Evidence,Gene,Gene synonym,Subcellular additional location,Subcellular main location
Q9BWT3,PAPOLG,None,ENSG00000115421,Evidence at protein level,PAPOLG,[u'FLJ12972'],None,[u'Nucleoplasm']
Q9H3E2,SNX25,[u'Cancer-related genes'],ENSG00000109762,Evidence at protein level,SNX25,[u'SBBI31'],None,[u'Vesicles']
H7C1J4,UHRF1BP1,None,ENSG00000065060,Evidence at protein level,UHRF1BP1,"[u'C6orf107', u'dJ349A12.1', u'FLJ20302', u'ICBP90']",[u'Cytosol'],"[u'Nucleoplasm', u'Nuclear membrane']"
Q8NB78,KDM1B,None,ENSG00000165097,Evidence at protein level,KDM1B,"[u'AOF1', u'bA204B7.3', u'C6orf193', u'dJ298J15.2', u'FLJ33898', u'FLJ34109', u'FLJ43328', u'LSD2']",None,[u'Nucleoplasm']
H0Y9Y0,FBXL5,None,ENSG00000118564,Evidence at protein level,FBXL5,"[u'FBL4', u'FBL5', u'FLR1']",None,None
Q9BSF4,C19orf52; TIMM29,None,ENSG00000142444,Evidence at protein level,TIMM29,"[u'C19orf52', u'TIM29']",[u'Nucleoplasm'],[u'Mitochondria']
Q96JQ0,DCHS1,"[u'Deafness', u'Disease variant', u'Mental retardation']",ENSG00000166341,Evidence at protein level,DCHS1,"[u'CDH25', u'CDHR6', u'FIB1', u'FLJ11790', u'KIAA1773', u'PCDH16']",None,[u'Plasma membrane']
P17858,PFKL,None,ENSG00000141959,Evidence at protein level,PFKL,[],None,"[u'Nucleoli', u'Mitochondria']"
Q16739,UGCG,[u'FDA approved drug targets'],ENSG00000148154,Evidence at protein level,UGCG,[u'GCS'],None,None
Q13200,PSMD2,None,ENSG00000175166,Evidence at protein level,PSMD2,"[u'MGC14274', u'P97', u'Rpn1', u'S2', u'TRAP2']",None,None
A0A075B7D0,IGHV1OR15-1,None,ENSG00000270505,Evidence at transcript level,IGHV1OR15-1,[u'IGHV1/OR15-1'],None,None
A0A0C4DFX2,FRY,None,ENSG00000073910,Evidence at protein level,FRY,"[u'13CDNA73', u'bA37E23.1', u'C13orf14', u'CG003']",None,None
Q2T9J0,TYSND1,None,ENSG00000156521,Evidence at protein level,TYSND1,"[u'MGC34695', u'NET41']",[u'Cytosol'],"[u'Nucleoplasm', u'Centrosome']"
Q8TCJ0-3,FBXO25,None,ENSG00000147364,Evidence at protein level,FBXO25,[u'FBX25'],None,None
P25786,PSMA1,None,ENSG00000129084,Evidence at protein level,PSMA1,"[u'HC2', u'MGC14542', u'MGC14575', u'MGC14751', u'MGC1667', u'MGC21459', u'MGC22853', u'MGC23915', u'NU', u'PROS30']","[u'Nuclear bodies', u'Centrosome']",[u'Nucleoplasm']
P15291,B4GALT1,[u'Congenital disorder of glycosylation'],ENSG00000086062,Evidence at protein level,B4GALT1,"[u'beta4Gal-T1', u'GGTB2']",None,[u'Golgi apparatus']
Q6Q0C0,TRAF7,"[u'Cancer-related genes', u'Disease variant']",ENSG00000131653,Evidence at protein level,TRAF7,"[u'DKFZp586I021', u'MGC7807', u'RFWD1', u'RNF119']",[u'Plasma membrane'],[u'Vesicles']
Q92968,PEX13,"[u'Disease variant', u'Peroxisome biogenesis disorder', u'Zellweger syndrome']",ENSG00000162928,Evidence at protein level,PEX13,[],None,[u'Peroxisomes']
E9PC69,MARK2,None,ENSG00000072518,Evidence at protein level,MARK2,"[u'EMK1', u'PAR-1', u'PAR-1B', u'Par1b']",[u'Nucleoplasm'],[u'Plasma membrane']
K7EKL8,ICAM1,"[u'Cancer-related genes', u'FDA approved drug targets']",ENSG00000090339,Evidence at protein level,ICAM1,"[u'BB2', u'CD54']","[u'Vesicles', u'Cytosol']",[u'Plasma membrane']
O75534,CSDE1,[u'Cancer-related genes'],ENSG00000009307,Evidence at protein level,CSDE1,"[u'D1S155E', u'UNR']",None,"[u'Plasma membrane', u'Cytosol']"
